date,Region,"Case per 100,000"
2020-10-17,Bangsamoro Region,50.0
2020-10-18,Bangsamoro Region,26.0
2020-10-19,Bangsamoro Region,30.0
2020-10-20,Bangsamoro Region,24.0
2020-10-06,Bangsamoro Region,10.0
2020-11-23,Bangsamoro Region,21.0
2020-07-14,Bangsamoro Region,2.0
2020-07-12,Bangsamoro Region,20.0
2020-04-07,Bangsamoro Region,1.0
2020-04-08,Bangsamoro Region,1.0
2020-04-09,Bangsamoro Region,0.0
2020-04-10,Bangsamoro Region,0.0
2020-04-11,Bangsamoro Region,0.0
2020-04-12,Bangsamoro Region,0.0
2020-04-13,Bangsamoro Region,0.0
2020-04-14,Bangsamoro Region,0.0
2020-04-15,Bangsamoro Region,0.0
2020-04-16,Bangsamoro Region,0.0
2020-04-17,Bangsamoro Region,0.0
2020-04-18,Bangsamoro Region,0.0
2020-04-19,Bangsamoro Region,0.0
2020-04-20,Bangsamoro Region,1.0
2020-04-21,Bangsamoro Region,0.0
2020-04-22,Bangsamoro Region,0.0
2020-04-23,Bangsamoro Region,0.0
2020-04-24,Bangsamoro Region,1.0
2020-04-25,Bangsamoro Region,0.0
2020-04-26,Bangsamoro Region,0.0
2020-04-27,Bangsamoro Region,0.0
2020-04-28,Bangsamoro Region,0.0
2020-04-29,Bangsamoro Region,0.0
2020-04-30,Bangsamoro Region,0.0
2020-05-01,Bangsamoro Region,0.0
2020-05-02,Bangsamoro Region,0.0
2020-05-03,Bangsamoro Region,0.0
2020-05-04,Bangsamoro Region,0.0
2020-05-05,Bangsamoro Region,0.0
2020-04-06,Bangsamoro Region,1.0
2020-04-05,Bangsamoro Region,1.0
2020-04-04,Bangsamoro Region,0.0
2020-04-03,Bangsamoro Region,0.0
2021-08-19,Bangsamoro Region,46.0
2020-02-05,Bangsamoro Region,0.0
2020-03-06,Bangsamoro Region,0.0
2020-03-07,Bangsamoro Region,0.0
2020-03-08,Bangsamoro Region,0.0
2020-03-09,Bangsamoro Region,0.0
2020-03-10,Bangsamoro Region,0.0
2020-03-11,Bangsamoro Region,0.0
2020-03-12,Bangsamoro Region,0.0
2020-03-13,Bangsamoro Region,0.0
2020-03-14,Bangsamoro Region,0.0
2020-03-15,Bangsamoro Region,0.0
2020-03-16,Bangsamoro Region,0.0
2020-03-17,Bangsamoro Region,0.0
2020-05-06,Bangsamoro Region,0.0
2020-03-18,Bangsamoro Region,1.0
2020-03-20,Bangsamoro Region,0.0
2020-03-21,Bangsamoro Region,0.0
2020-03-22,Bangsamoro Region,0.0
2020-03-23,Bangsamoro Region,0.0
2020-03-24,Bangsamoro Region,2.0
2020-03-25,Bangsamoro Region,2.0
2020-03-26,Bangsamoro Region,0.0
2020-03-27,Bangsamoro Region,0.0
2020-03-28,Bangsamoro Region,0.0
2020-03-29,Bangsamoro Region,0.0
2020-03-30,Bangsamoro Region,2.0
2020-03-31,Bangsamoro Region,0.0
2020-04-01,Bangsamoro Region,1.0
2020-04-02,Bangsamoro Region,0.0
2020-03-19,Bangsamoro Region,0.0
2020-07-13,Bangsamoro Region,2.0
2020-05-07,Bangsamoro Region,0.0
2020-05-09,Bangsamoro Region,0.0
2020-06-13,Bangsamoro Region,14.0
2020-06-14,Bangsamoro Region,0.0
2020-06-15,Bangsamoro Region,4.0
2020-06-16,Bangsamoro Region,5.0
2020-06-17,Bangsamoro Region,1.0
2020-06-18,Bangsamoro Region,0.0
2020-06-19,Bangsamoro Region,5.0
2020-06-20,Bangsamoro Region,5.0
2020-06-21,Bangsamoro Region,1.0
2020-06-22,Bangsamoro Region,7.0
2020-06-23,Bangsamoro Region,14.0
2020-06-24,Bangsamoro Region,0.0
2020-06-25,Bangsamoro Region,1.0
2020-06-26,Bangsamoro Region,11.0
2020-06-27,Bangsamoro Region,0.0
2020-06-28,Bangsamoro Region,0.0
2020-06-29,Bangsamoro Region,1.0
2020-06-30,Bangsamoro Region,2.0
2020-07-01,Bangsamoro Region,0.0
2020-07-02,Bangsamoro Region,1.0
2020-07-03,Bangsamoro Region,9.0
2020-07-04,Bangsamoro Region,9.0
2020-07-05,Bangsamoro Region,3.0
2020-07-06,Bangsamoro Region,5.0
2020-07-07,Bangsamoro Region,31.0
2020-07-08,Bangsamoro Region,18.0
2020-07-09,Bangsamoro Region,3.0
2020-07-10,Bangsamoro Region,9.0
2020-07-11,Bangsamoro Region,12.0
2020-06-12,Bangsamoro Region,7.0
2020-06-11,Bangsamoro Region,0.0
2020-06-10,Bangsamoro Region,4.0
2020-06-09,Bangsamoro Region,1.0
2020-05-10,Bangsamoro Region,0.0
2020-05-11,Bangsamoro Region,0.0
2020-05-12,Bangsamoro Region,0.0
2020-05-13,Bangsamoro Region,0.0
2020-05-14,Bangsamoro Region,0.0
2020-05-15,Bangsamoro Region,0.0
2020-05-16,Bangsamoro Region,1.0
2020-05-17,Bangsamoro Region,0.0
2020-05-18,Bangsamoro Region,0.0
2020-05-19,Bangsamoro Region,0.0
2020-05-20,Bangsamoro Region,0.0
2020-05-21,Bangsamoro Region,0.0
2020-05-22,Bangsamoro Region,0.0
2020-05-23,Bangsamoro Region,1.0
2020-05-08,Bangsamoro Region,0.0
2020-05-24,Bangsamoro Region,1.0
2020-05-26,Bangsamoro Region,0.0
2020-05-27,Bangsamoro Region,1.0
2020-05-28,Bangsamoro Region,2.0
2020-05-29,Bangsamoro Region,9.0
2020-05-30,Bangsamoro Region,0.0
2020-05-31,Bangsamoro Region,2.0
2020-06-01,Bangsamoro Region,0.0
2020-06-02,Bangsamoro Region,1.0
2020-06-03,Bangsamoro Region,0.0
2020-06-04,Bangsamoro Region,0.0
2020-06-05,Bangsamoro Region,0.0
2020-06-06,Bangsamoro Region,1.0
2020-06-07,Bangsamoro Region,2.0
2020-06-08,Bangsamoro Region,1.0
2020-05-25,Bangsamoro Region,0.0
2020-11-24,Bangsamoro Region,6.0
2020-02-03,Bangsamoro Region,0.0
2021-08-17,Bangsamoro Region,32.0
2021-05-13,Bangsamoro Region,113.0
2021-05-14,Bangsamoro Region,48.0
2021-05-15,Bangsamoro Region,71.0
2021-05-16,Bangsamoro Region,46.0
2021-05-17,Bangsamoro Region,87.0
2021-05-18,Bangsamoro Region,99.0
2021-05-19,Bangsamoro Region,82.0
2021-05-20,Bangsamoro Region,58.0
2021-05-21,Bangsamoro Region,117.0
2021-05-22,Bangsamoro Region,49.0
2021-05-23,Bangsamoro Region,45.0
2021-05-24,Bangsamoro Region,71.0
2021-05-25,Bangsamoro Region,105.0
2021-05-26,Bangsamoro Region,44.0
2021-05-27,Bangsamoro Region,96.0
2021-05-28,Bangsamoro Region,108.0
2021-05-29,Bangsamoro Region,103.0
2021-05-30,Bangsamoro Region,133.0
2021-05-31,Bangsamoro Region,114.0
2021-06-01,Bangsamoro Region,149.0
2021-06-02,Bangsamoro Region,90.0
2021-06-03,Bangsamoro Region,98.0
2021-06-04,Bangsamoro Region,110.0
2021-06-05,Bangsamoro Region,134.0
2021-06-06,Bangsamoro Region,146.0
2021-06-07,Bangsamoro Region,116.0
2021-06-08,Bangsamoro Region,122.0
2021-06-09,Bangsamoro Region,82.0
2021-06-10,Bangsamoro Region,32.0
2021-05-12,Bangsamoro Region,55.0
2021-05-11,Bangsamoro Region,39.0
2021-05-10,Bangsamoro Region,94.0
2021-05-09,Bangsamoro Region,44.0
2021-04-09,Bangsamoro Region,30.0
2021-04-10,Bangsamoro Region,31.0
2021-04-11,Bangsamoro Region,40.0
2021-04-12,Bangsamoro Region,55.0
2021-04-13,Bangsamoro Region,15.0
2021-04-14,Bangsamoro Region,64.0
2021-04-15,Bangsamoro Region,20.0
2021-04-16,Bangsamoro Region,65.0
2021-04-17,Bangsamoro Region,35.0
2021-04-18,Bangsamoro Region,25.0
2021-04-19,Bangsamoro Region,18.0
2021-04-20,Bangsamoro Region,26.0
2021-04-21,Bangsamoro Region,25.0
2021-04-22,Bangsamoro Region,28.0
2020-11-25,Bangsamoro Region,10.0
2021-04-23,Bangsamoro Region,27.0
2021-04-25,Bangsamoro Region,36.0
2021-04-26,Bangsamoro Region,24.0
2021-04-27,Bangsamoro Region,22.0
2021-04-28,Bangsamoro Region,20.0
2021-04-29,Bangsamoro Region,34.0
2021-04-30,Bangsamoro Region,62.0
2021-05-01,Bangsamoro Region,93.0
2021-05-02,Bangsamoro Region,42.0
2021-05-03,Bangsamoro Region,45.0
2021-05-04,Bangsamoro Region,44.0
2021-05-05,Bangsamoro Region,41.0
2021-05-06,Bangsamoro Region,63.0
2021-05-07,Bangsamoro Region,58.0
2021-05-08,Bangsamoro Region,52.0
2021-04-24,Bangsamoro Region,17.0
2021-04-08,Bangsamoro Region,18.0
2021-06-12,Bangsamoro Region,71.0
2021-06-14,Bangsamoro Region,98.0
2021-07-19,Bangsamoro Region,45.0
2021-07-20,Bangsamoro Region,21.0
2021-07-21,Bangsamoro Region,37.0
2021-07-22,Bangsamoro Region,32.0
2021-07-23,Bangsamoro Region,37.0
2021-07-24,Bangsamoro Region,25.0
2021-07-25,Bangsamoro Region,24.0
2021-07-26,Bangsamoro Region,25.0
2021-07-27,Bangsamoro Region,28.0
2021-07-28,Bangsamoro Region,25.0
2021-07-29,Bangsamoro Region,8.0
2021-07-30,Bangsamoro Region,49.0
2021-07-31,Bangsamoro Region,16.0
2021-08-01,Bangsamoro Region,35.0
2021-08-02,Bangsamoro Region,22.0
2021-08-03,Bangsamoro Region,38.0
2021-08-04,Bangsamoro Region,14.0
2021-08-05,Bangsamoro Region,29.0
2021-08-06,Bangsamoro Region,41.0
2021-08-07,Bangsamoro Region,45.0
2021-08-08,Bangsamoro Region,46.0
2021-08-09,Bangsamoro Region,24.0
2021-08-10,Bangsamoro Region,51.0
2021-08-11,Bangsamoro Region,35.0
2021-08-12,Bangsamoro Region,38.0
2021-08-13,Bangsamoro Region,41.0
2021-08-14,Bangsamoro Region,36.0
2021-08-15,Bangsamoro Region,51.0
2021-08-16,Bangsamoro Region,55.0
2021-07-18,Bangsamoro Region,17.0
2021-07-17,Bangsamoro Region,41.0
2021-07-16,Bangsamoro Region,53.0
2021-07-15,Bangsamoro Region,22.0
2021-06-15,Bangsamoro Region,132.0
2021-06-16,Bangsamoro Region,56.0
2021-06-17,Bangsamoro Region,110.0
2021-06-18,Bangsamoro Region,94.0
2021-06-19,Bangsamoro Region,55.0
2021-06-20,Bangsamoro Region,19.0
2021-06-21,Bangsamoro Region,74.0
2021-06-22,Bangsamoro Region,16.0
2021-06-23,Bangsamoro Region,49.0
2021-06-24,Bangsamoro Region,54.0
2021-06-25,Bangsamoro Region,47.0
2021-06-26,Bangsamoro Region,24.0
2021-06-27,Bangsamoro Region,58.0
2021-06-28,Bangsamoro Region,58.0
2021-06-13,Bangsamoro Region,49.0
2021-06-29,Bangsamoro Region,52.0
2021-07-01,Bangsamoro Region,36.0
2021-07-02,Bangsamoro Region,47.0
2021-07-03,Bangsamoro Region,45.0
2021-07-04,Bangsamoro Region,41.0
2021-07-05,Bangsamoro Region,27.0
2021-07-06,Bangsamoro Region,47.0
2021-07-07,Bangsamoro Region,29.0
2021-07-08,Bangsamoro Region,45.0
2021-07-09,Bangsamoro Region,22.0
2021-07-10,Bangsamoro Region,57.0
2021-07-11,Bangsamoro Region,30.0
2021-07-12,Bangsamoro Region,20.0
2021-07-13,Bangsamoro Region,32.0
2021-07-14,Bangsamoro Region,26.0
2021-06-30,Bangsamoro Region,37.0
2021-04-07,Bangsamoro Region,9.0
2021-06-11,Bangsamoro Region,73.0
2021-04-05,Bangsamoro Region,19.0
2020-12-30,Bangsamoro Region,4.0
2020-12-31,Bangsamoro Region,16.0
2021-01-01,Bangsamoro Region,17.0
2021-01-02,Bangsamoro Region,7.0
2021-01-03,Bangsamoro Region,9.0
2021-01-04,Bangsamoro Region,3.0
2021-01-05,Bangsamoro Region,4.0
2021-01-06,Bangsamoro Region,9.0
2021-01-07,Bangsamoro Region,15.0
2021-01-08,Bangsamoro Region,11.0
2021-01-09,Bangsamoro Region,14.0
2021-01-10,Bangsamoro Region,9.0
2021-01-11,Bangsamoro Region,15.0
2021-01-12,Bangsamoro Region,8.0
2021-01-13,Bangsamoro Region,10.0
2021-01-14,Bangsamoro Region,37.0
2021-01-15,Bangsamoro Region,21.0
2021-01-16,Bangsamoro Region,15.0
2021-01-17,Bangsamoro Region,21.0
2021-01-18,Bangsamoro Region,16.0
2021-01-19,Bangsamoro Region,7.0
2021-01-20,Bangsamoro Region,15.0
2021-01-21,Bangsamoro Region,19.0
2021-01-22,Bangsamoro Region,12.0
2021-01-23,Bangsamoro Region,19.0
2021-01-24,Bangsamoro Region,15.0
2021-01-25,Bangsamoro Region,4.0
2021-01-26,Bangsamoro Region,12.0
2021-01-27,Bangsamoro Region,7.0
2020-12-28,Bangsamoro Region,6.0
2020-12-27,Bangsamoro Region,14.0
2020-12-26,Bangsamoro Region,11.0
2020-12-25,Bangsamoro Region,9.0
2021-04-06,Bangsamoro Region,15.0
2020-11-26,Bangsamoro Region,19.0
2020-11-27,Bangsamoro Region,28.0
2020-11-28,Bangsamoro Region,14.0
2020-11-29,Bangsamoro Region,27.0
2020-11-30,Bangsamoro Region,19.0
2020-12-01,Bangsamoro Region,10.0
2020-12-02,Bangsamoro Region,21.0
2020-12-03,Bangsamoro Region,26.0
2020-12-04,Bangsamoro Region,15.0
2020-12-05,Bangsamoro Region,28.0
2020-12-06,Bangsamoro Region,15.0
2020-12-07,Bangsamoro Region,18.0
2020-12-08,Bangsamoro Region,13.0
2021-01-28,Bangsamoro Region,10.0
2020-12-09,Bangsamoro Region,12.0
2020-12-11,Bangsamoro Region,7.0
2020-12-12,Bangsamoro Region,5.0
2020-12-13,Bangsamoro Region,0.0
2020-12-14,Bangsamoro Region,5.0
2020-12-15,Bangsamoro Region,6.0
2020-12-16,Bangsamoro Region,4.0
2020-12-17,Bangsamoro Region,13.0
2020-12-18,Bangsamoro Region,21.0
2020-12-19,Bangsamoro Region,8.0
2020-12-20,Bangsamoro Region,14.0
2020-12-21,Bangsamoro Region,15.0
2020-12-22,Bangsamoro Region,13.0
2020-12-23,Bangsamoro Region,5.0
2020-12-24,Bangsamoro Region,6.0
2020-12-10,Bangsamoro Region,7.0
2021-01-29,Bangsamoro Region,14.0
2020-12-29,Bangsamoro Region,9.0
2021-01-31,Bangsamoro Region,17.0
2021-03-06,Bangsamoro Region,10.0
2021-03-07,Bangsamoro Region,8.0
2021-03-08,Bangsamoro Region,5.0
2021-03-09,Bangsamoro Region,3.0
2021-03-10,Bangsamoro Region,2.0
2021-03-11,Bangsamoro Region,12.0
2021-03-12,Bangsamoro Region,16.0
2021-03-13,Bangsamoro Region,2.0
2021-03-14,Bangsamoro Region,5.0
2021-03-15,Bangsamoro Region,10.0
2021-03-16,Bangsamoro Region,6.0
2021-03-17,Bangsamoro Region,6.0
2021-03-18,Bangsamoro Region,7.0
2021-03-19,Bangsamoro Region,10.0
2021-03-05,Bangsamoro Region,10.0
2021-03-20,Bangsamoro Region,13.0
2021-03-22,Bangsamoro Region,10.0
2021-03-23,Bangsamoro Region,9.0
2021-03-24,Bangsamoro Region,17.0
2021-03-25,Bangsamoro Region,30.0
2021-03-26,Bangsamoro Region,13.0
2021-03-27,Bangsamoro Region,3.0
2021-03-28,Bangsamoro Region,33.0
2021-03-29,Bangsamoro Region,8.0
2021-03-30,Bangsamoro Region,15.0
2021-03-31,Bangsamoro Region,4.0
2021-04-01,Bangsamoro Region,17.0
2021-04-02,Bangsamoro Region,22.0
2021-04-03,Bangsamoro Region,33.0
2021-01-30,Bangsamoro Region,7.0
2021-03-21,Bangsamoro Region,8.0
2021-03-04,Bangsamoro Region,5.0
2021-04-04,Bangsamoro Region,41.0
2021-03-02,Bangsamoro Region,7.0
2021-03-03,Bangsamoro Region,10.0
2021-02-02,Bangsamoro Region,9.0
2021-02-03,Bangsamoro Region,5.0
2021-02-04,Bangsamoro Region,16.0
2021-02-05,Bangsamoro Region,14.0
2021-02-06,Bangsamoro Region,25.0
2021-02-07,Bangsamoro Region,22.0
2021-02-08,Bangsamoro Region,7.0
2021-02-09,Bangsamoro Region,5.0
2021-02-10,Bangsamoro Region,4.0
2021-02-11,Bangsamoro Region,8.0
2021-02-12,Bangsamoro Region,2.0
2021-02-13,Bangsamoro Region,7.0
2021-02-14,Bangsamoro Region,9.0
2021-02-15,Bangsamoro Region,4.0
2021-02-01,Bangsamoro Region,8.0
2021-02-17,Bangsamoro Region,3.0
2021-02-16,Bangsamoro Region,2.0
2021-03-01,Bangsamoro Region,8.0
2021-02-28,Bangsamoro Region,17.0
2021-02-27,Bangsamoro Region,4.0
2021-02-25,Bangsamoro Region,5.0
2021-02-24,Bangsamoro Region,8.0
2021-02-26,Bangsamoro Region,8.0
2021-02-22,Bangsamoro Region,13.0
2021-02-21,Bangsamoro Region,7.0
2021-02-20,Bangsamoro Region,10.0
2021-02-19,Bangsamoro Region,4.0
2021-02-18,Bangsamoro Region,5.0
2021-02-23,Bangsamoro Region,5.0
2022-02-12,CAR,233.0
2022-02-15,CAR,174.0
2022-02-14,CAR,165.0
2022-02-13,CAR,166.0
2022-02-11,CAR,223.0
2022-02-04,CAR,354.0
2022-02-09,CAR,87.0
2022-02-08,CAR,237.0
2022-02-07,CAR,300.0
2022-02-06,CAR,451.0
2022-02-05,CAR,363.0
2022-03-04,CAR,13.0
2022-02-10,CAR,208.0
2022-02-16,CAR,59.0
2022-02-23,CAR,65.0
2022-02-18,CAR,110.0
2022-02-19,CAR,66.0
2022-02-20,CAR,76.0
2022-02-21,CAR,35.0
2022-02-22,CAR,51.0
2022-02-24,CAR,66.0
2022-02-25,CAR,84.0
2022-02-26,CAR,28.0
2022-02-27,CAR,39.0
2022-02-28,CAR,27.0
2022-03-01,CAR,47.0
2022-03-02,CAR,15.0
2022-03-03,CAR,22.0
2022-02-03,CAR,487.0
2022-02-17,CAR,68.0
2022-02-02,CAR,256.0
2022-01-18,CAR,1111.0
2022-01-31,CAR,756.0
2022-03-05,CAR,11.0
2022-01-02,CAR,15.0
2022-01-03,CAR,24.0
2022-01-04,CAR,11.0
2022-01-05,CAR,29.0
2022-01-06,CAR,101.0
2022-01-07,CAR,188.0
2022-01-08,CAR,244.0
2022-01-09,CAR,146.0
2022-01-10,CAR,271.0
2022-01-11,CAR,423.0
2022-01-12,CAR,194.0
2022-01-13,CAR,601.0
2022-01-14,CAR,708.0
2022-01-15,CAR,827.0
2022-01-16,CAR,1207.0
2022-01-17,CAR,1421.0
2022-01-19,CAR,800.0
2022-01-20,CAR,891.0
2022-01-21,CAR,1353.0
2022-01-22,CAR,1118.0
2022-01-23,CAR,1900.0
2022-01-24,CAR,1281.0
2022-01-25,CAR,963.0
2022-01-26,CAR,665.0
2022-01-27,CAR,1070.0
2022-01-28,CAR,737.0
2022-01-29,CAR,640.0
2022-01-30,CAR,832.0
2022-02-01,CAR,637.0
2022-03-06,CAR,12.0
2022-05-11,CAR,1.0
2022-03-08,CAR,3.0
2022-04-12,CAR,1.0
2022-04-13,CAR,3.0
2022-04-14,CAR,4.0
2022-04-15,CAR,1.0
2022-04-16,CAR,1.0
2022-04-17,CAR,1.0
2022-04-18,CAR,0.0
2022-04-19,CAR,1.0
2022-04-20,CAR,0.0
2022-04-21,CAR,1.0
2022-04-22,CAR,6.0
2022-04-23,CAR,2.0
2022-04-24,CAR,1.0
2022-04-25,CAR,4.0
2022-04-26,CAR,0.0
2022-04-27,CAR,1.0
2022-04-28,CAR,1.0
2022-04-29,CAR,3.0
2022-04-30,CAR,6.0
2022-05-01,CAR,3.0
2022-05-02,CAR,3.0
2022-05-03,CAR,2.0
2022-05-04,CAR,3.0
2022-05-05,CAR,0.0
2022-05-06,CAR,0.0
2022-05-07,CAR,1.0
2022-05-08,CAR,1.0
2022-05-09,CAR,3.0
2022-05-10,CAR,1.0
2022-04-11,CAR,2.0
2022-04-10,CAR,3.0
2022-04-09,CAR,4.0
2022-04-08,CAR,4.0
2022-03-09,CAR,11.0
2022-03-10,CAR,23.0
2022-03-11,CAR,23.0
2022-03-12,CAR,12.0
2022-03-13,CAR,1.0
2022-03-14,CAR,19.0
2022-03-15,CAR,9.0
2022-03-16,CAR,2.0
2022-03-17,CAR,7.0
2022-03-18,CAR,7.0
2022-03-19,CAR,4.0
2022-03-20,CAR,10.0
2022-03-21,CAR,8.0
2022-03-22,CAR,4.0
2022-03-07,CAR,31.0
2022-03-23,CAR,0.0
2022-03-25,CAR,3.0
2022-03-26,CAR,16.0
2022-03-27,CAR,8.0
2022-03-28,CAR,7.0
2022-03-29,CAR,10.0
2022-03-30,CAR,9.0
2022-03-31,CAR,9.0
2022-04-01,CAR,10.0
2022-04-02,CAR,4.0
2022-04-03,CAR,4.0
2022-04-04,CAR,3.0
2022-04-05,CAR,5.0
2022-04-06,CAR,3.0
2022-04-07,CAR,0.0
2022-03-24,CAR,0.0
2022-01-01,CAR,13.0
2021-08-21,CAR,219.0
2021-12-30,CAR,20.0
2021-09-24,CAR,734.0
2021-09-25,CAR,762.0
2021-09-26,CAR,888.0
2021-09-27,CAR,795.0
2021-09-28,CAR,1847.0
2021-09-29,CAR,955.0
2021-09-30,CAR,794.0
2021-10-01,CAR,308.0
2021-10-02,CAR,1066.0
2021-10-03,CAR,787.0
2021-10-04,CAR,797.0
2021-10-05,CAR,1129.0
2021-10-06,CAR,978.0
2021-10-07,CAR,750.0
2021-10-08,CAR,1234.0
2021-10-09,CAR,783.0
2021-10-10,CAR,329.0
2021-10-11,CAR,705.0
2021-10-12,CAR,626.0
2021-10-13,CAR,669.0
2021-10-14,CAR,897.0
2021-10-15,CAR,471.0
2021-10-16,CAR,575.0
2021-10-17,CAR,643.0
2021-10-18,CAR,542.0
2021-10-19,CAR,403.0
2021-10-20,CAR,279.0
2021-10-21,CAR,326.0
2021-10-22,CAR,389.0
2021-09-23,CAR,662.0
2021-09-22,CAR,918.0
2021-09-21,CAR,1013.0
2021-09-20,CAR,676.0
2022-05-12,CAR,1.0
2021-08-22,CAR,291.0
2021-08-23,CAR,509.0
2021-08-24,CAR,271.0
2021-08-25,CAR,213.0
2021-08-26,CAR,114.0
2021-08-27,CAR,500.0
2021-08-28,CAR,428.0
2021-08-29,CAR,389.0
2021-08-30,CAR,433.0
2021-08-31,CAR,277.0
2021-09-01,CAR,248.0
2021-09-02,CAR,381.0
2021-09-03,CAR,440.0
2021-10-23,CAR,194.0
2021-09-04,CAR,438.0
2021-09-06,CAR,476.0
2021-09-07,CAR,643.0
2021-09-08,CAR,583.0
2021-09-09,CAR,636.0
2021-09-10,CAR,866.0
2021-09-11,CAR,243.0
2021-09-12,CAR,646.0
2021-09-13,CAR,694.0
2021-09-14,CAR,744.0
2021-09-15,CAR,609.0
2021-09-16,CAR,595.0
2021-09-17,CAR,527.0
2021-09-18,CAR,926.0
2021-09-19,CAR,609.0
2021-09-05,CAR,547.0
2021-10-24,CAR,201.0
2021-10-25,CAR,305.0
2021-10-26,CAR,374.0
2021-11-30,CAR,38.0
2021-12-01,CAR,12.0
2021-12-02,CAR,29.0
2021-12-03,CAR,17.0
2021-12-04,CAR,20.0
2021-12-05,CAR,21.0
2021-12-06,CAR,8.0
2021-12-07,CAR,23.0
2021-12-08,CAR,8.0
2021-12-09,CAR,8.0
2021-12-10,CAR,22.0
2021-12-11,CAR,14.0
2021-12-12,CAR,13.0
2021-12-13,CAR,11.0
2021-11-29,CAR,21.0
2021-12-14,CAR,10.0
2021-12-16,CAR,9.0
2021-12-17,CAR,7.0
2021-12-18,CAR,8.0
2021-12-19,CAR,4.0
2021-12-20,CAR,5.0
2021-12-21,CAR,7.0
2021-12-22,CAR,6.0
2021-12-23,CAR,8.0
2021-12-24,CAR,5.0
2021-12-25,CAR,8.0
2021-12-26,CAR,6.0
2021-12-27,CAR,4.0
2021-12-28,CAR,0.0
2021-12-29,CAR,14.0
2021-12-15,CAR,4.0
2021-12-31,CAR,13.0
2021-11-28,CAR,47.0
2021-11-26,CAR,25.0
2021-10-27,CAR,355.0
2021-10-28,CAR,682.0
2021-10-29,CAR,210.0
2021-10-30,CAR,423.0
2021-10-31,CAR,291.0
2021-11-01,CAR,338.0
2021-11-02,CAR,279.0
2021-11-03,CAR,122.0
2021-11-04,CAR,153.0
2021-11-05,CAR,139.0
2021-11-06,CAR,157.0
2021-11-07,CAR,239.0
2021-11-08,CAR,179.0
2021-11-09,CAR,150.0
2021-11-27,CAR,48.0
2021-11-10,CAR,235.0
2021-11-12,CAR,129.0
2021-11-13,CAR,137.0
2021-11-14,CAR,160.0
2021-11-15,CAR,99.0
2021-11-16,CAR,58.0
2021-11-17,CAR,76.0
2021-11-18,CAR,86.0
2021-11-19,CAR,66.0
2021-11-20,CAR,74.0
2021-11-21,CAR,54.0
2021-11-22,CAR,43.0
2021-11-23,CAR,59.0
2021-11-24,CAR,16.0
2021-11-25,CAR,29.0
2021-11-11,CAR,59.0
2022-05-13,CAR,0.0
2022-09-24,CAR,37.0
2022-05-15,CAR,3.0
2022-11-01,CAR,31.0
2022-11-02,CAR,27.0
2022-11-03,CAR,13.0
2022-11-04,CAR,31.0
2022-11-05,CAR,59.0
2022-11-06,CAR,100.0
2022-11-07,CAR,45.0
2022-11-08,CAR,66.0
2022-11-09,CAR,26.0
2022-11-10,CAR,70.0
2022-11-11,CAR,111.0
2022-11-12,CAR,56.0
2022-11-13,CAR,101.0
2022-11-14,CAR,66.0
2022-11-15,CAR,51.0
2022-11-16,CAR,13.0
2022-11-17,CAR,96.0
2022-11-18,CAR,92.0
2022-11-19,CAR,50.0
2022-11-20,CAR,65.0
2022-11-21,CAR,33.0
2022-11-22,CAR,38.0
2022-11-23,CAR,15.0
2022-11-24,CAR,54.0
2022-11-25,CAR,112.0
2022-11-26,CAR,138.0
2022-11-27,CAR,68.0
2022-11-28,CAR,84.0
2022-11-29,CAR,29.0
2022-10-31,CAR,25.0
2022-10-30,CAR,40.0
2022-10-29,CAR,17.0
2022-10-28,CAR,52.0
2022-09-28,CAR,11.0
2022-09-29,CAR,32.0
2022-09-30,CAR,30.0
2022-10-01,CAR,32.0
2022-10-02,CAR,17.0
2022-10-03,CAR,23.0
2022-10-04,CAR,33.0
2022-10-05,CAR,10.0
2022-10-06,CAR,30.0
2022-10-07,CAR,20.0
2022-10-08,CAR,23.0
2022-10-09,CAR,26.0
2022-10-10,CAR,25.0
2022-10-11,CAR,19.0
2022-11-30,CAR,30.0
2022-10-12,CAR,15.0
2022-10-14,CAR,22.0
2022-10-15,CAR,36.0
2022-10-16,CAR,32.0
2022-10-17,CAR,26.0
2022-10-18,CAR,26.0
2022-10-19,CAR,12.0
2022-10-20,CAR,18.0
2022-10-21,CAR,32.0
2022-10-22,CAR,28.0
2022-10-23,CAR,38.0
2022-10-24,CAR,24.0
2022-10-25,CAR,33.0
2022-10-26,CAR,52.0
2022-10-27,CAR,42.0
2022-10-13,CAR,44.0
2022-09-27,CAR,18.0
2022-12-01,CAR,64.0
2022-12-03,CAR,45.0
2023-01-07,CAR,13.0
2023-01-08,CAR,9.0
2023-01-09,CAR,16.0
2023-01-10,CAR,4.0
2023-01-11,CAR,12.0
2023-01-12,CAR,5.0
2023-01-13,CAR,12.0
2023-01-14,CAR,7.0
2023-01-15,CAR,5.0
2023-01-16,CAR,5.0
2023-01-17,CAR,8.0
2023-01-18,CAR,6.0
2023-01-19,CAR,2.0
2023-01-20,CAR,5.0
2023-01-21,CAR,7.0
2023-01-22,CAR,5.0
2023-01-23,CAR,1.0
2023-01-24,CAR,3.0
2023-01-25,CAR,6.0
2023-01-26,CAR,2.0
2023-01-27,CAR,2.0
2023-01-28,CAR,1.0
2023-01-29,CAR,1.0
2023-01-30,CAR,5.0
2023-01-31,CAR,4.0
2023-02-01,CAR,1.0
